"area_code","area_type","area_name","year","period","type_definition","indicator","numerator","measure","upper_confidence_interval","lower_confidence_interval"
"S12000027","Council area","Shetland Islands",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",10.3,18.3,33.4,8.9
"S12000028","Council area","South Ayrshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",63.3,23.1,29.5,17.7
"S12000029","Council area","South Lanarkshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",205.7,25.3,29,21.9
"S12000030","Council area","Stirling",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",53.7,19.1,24.9,14.3
"S12000033","Council area","Aberdeen City",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",135.7,25.4,30,21.3
"S12000034","Council area","Aberdeenshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",117.3,18,21.5,14.9
"S12000035","Council area","Argyll & Bute",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",31.7,15.7,22.2,10.7
"S12000036","Council area","City of Edinburgh",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",261.3,22.1,24.9,19.5
"S12000038","Council area","Renfrewshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",101,22,26.8,17.9
"S12000039","Council area","West Dunbartonshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",81,35.4,43.9,28.1
"S12000040","Council area","West Lothian",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",118.3,23.1,27.6,19.1
"S12000041","Council area","Angus",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",88.3,30.3,37.3,24.3
"S12000042","Council area","Dundee City",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",163,38.7,45.2,33
"S12000045","Council area","East Dunbartonshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",38.3,14,19.1,9.9
"S12000047","Council area","Fife",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",297,29.6,33.2,26.4
"S12000048","Council area","Perth & Kinross",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",78.3,20.7,25.9,16.4
"S12000049","Council area","Glasgow City",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",473,31.5,34.5,28.7
"S12000050","Council area","North Lanarkshire",2020,"2019 to 2021 calendar years; 3-year aggregates","Crude rate per 1,000 females aged 15-19","Teenage pregnancies",242.3,25.1,28.5,22.1
"S12000005","Council area","Clackmannanshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",27,1067,1552.8,702.8
"S12000006","Council area","Dumfries & Galloway",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",84,1344.7,1664.9,1072.5
"S12000008","Council area","East Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",70.7,1165.3,1470.9,909.4
"S12000010","Council area","East Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",32.3,576.5,812.7,394.9
"S12000011","Council area","East Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",45.3,902.2,1206.3,658.6
"S12000013","Council area","Na h-Eileanan Siar",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",11.3,1032.3,1832.5,520.5
"S12000014","Council area","Falkirk",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",65,838.9,1069.5,647.2
"S12000017","Council area","Highland",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",42.3,399.6,539.6,288.3
"S12000018","Council area","Inverclyde",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",36,1052.6,1457.5,736.9
"S12000019","Council area","Midlothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",37,648.4,893.8,456.4
"S12000020","Council area","Moray",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",44.3,1013.6,1359.6,737.1
"S12000021","Council area","North Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",76.3,1266.2,1584.3,997.9
"S12000023","Council area","Orkney Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",8,814.7,1605.6,350.7
"S12000026","Council area","Scottish Borders",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",74,1432.1,1798.2,1124.2
"S12000027","Council area","Shetland Islands",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",6.7,589.4,1235.6,229.4
"S12000028","Council area","South Ayrshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",52.3,1092.8,1432,816.9
"S12000029","Council area","South Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",148.7,902,1059.3,762.7
"S12000030","Council area","Stirling",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",34.3,843.2,1176.6,584.9
"S12000033","Council area","Aberdeen City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",137,1205.4,1425.1,1012
"S12000034","Council area","Aberdeenshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",148.3,1074.6,1262.2,908.6
"S12000035","Council area","Argyll & Bute",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",35,1039.2,1445.9,723.3
"S12000036","Council area","City of Edinburgh",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",151.7,635.9,745.6,538.7
"S12000038","Council area","Renfrewshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",93.7,1061.9,1300.1,857.7
"S12000039","Council area","West Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",61.3,1393.3,1788.9,1066.3
"S12000040","Council area","West Lothian",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",87,893,1101.7,715.1
"S12000041","Council area","Angus",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",55,1052,1369.9,792.1
"S12000042","Council area","Dundee City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",99,1375.1,1674.3,1117.5
"S12000045","Council area","East Dunbartonshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",60,1103.8,1421.1,842.1
"S12000047","Council area","Fife",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",213.3,1187.8,1358.4,1033.7
"S12000048","Council area","Perth & Kinross",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",69.7,1055.8,1334.8,822.3
"S12000049","Council area","Glasgow City",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",366.7,1147.5,1271.2,1033
"S12000050","Council area","North Lanarkshire",2020,"2019/20 to 2021/22 financial years; 3-year aggregates","Age-sex standardised rate per 100,000","Unintentional injuries in under 5s",185,1041.7,1203.2,897
"S12000033","Council area","Aberdeen City",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,21.6,27.4,15.8
"S12000034","Council area","Aberdeenshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,23.7,29.3,18.1
"S12000041","Council area","Angus",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,23.4,30.1,16.6
"S12000035","Council area","Argyll & Bute",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,26.5,33.3,19.7
"S12000005","Council area","Clackmannanshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,24.7,31,18.4
"S12000006","Council area","Dumfries & Galloway",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,18.7,23.4,14
"S12000042","Council area","Dundee City",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,22,28.1,15.9
"S12000008","Council area","East Ayrshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,23.2,30.2,16.2
"S12000045","Council area","East Dunbartonshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,26.5,33.7,19.4
"S12000010","Council area","East Lothian",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,20.4,26.1,14.7
"S12000011","Council area","East Renfrewshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,17.2,23,11.4
"S12000036","Council area","City of Edinburgh",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,19.4,22.1,16.7
"S12000013","Council area","Na h-Eileanan Siar",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,22.3,28.8,15.9
"S12000014","Council area","Falkirk",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,18.3,24.9,11.7
"S12000047","Council area","Fife",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,18.2,22.2,14.2
"S12000049","Council area","Glasgow City",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,16.3,19.2,13.4
"S12000017","Council area","Highland",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,29,37.8,20.2
"S12000018","Council area","Inverclyde",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,29.1,42,16.1
"S12000019","Council area","Midlothian",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,14.6,19.3,9.8
"S12000020","Council area","Moray",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,27.4,34.4,20.4
"S12000021","Council area","North Ayrshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,27.7,35.8,19.5
"S12000050","Council area","North Lanarkshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,15,19.2,10.9
"S12000023","Council area","Orkney Islands",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,21.8,26.9,16.6
"S12000048","Council area","Perth & Kinross",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,29.4,36.2,22.5
"S12000038","Council area","Renfrewshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,19.1,25,13.3
"S12000026","Council area","Scottish Borders",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,27.2,33.4,21
"S12000027","Council area","Shetland Islands",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,43.7,49.7,37.7
"S12000028","Council area","South Ayrshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,22.5,29.6,15.4
"S12000029","Council area","South Lanarkshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,18.9,23.3,14.6
"S12000030","Council area","Stirling",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,25.9,32.1,19.7
"S12000039","Council area","West Dunbartonshire",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,13.1,18.3,7.8
"S12000040","Council area","West Lothian",2022,"2022 survey year","Percentage","Adults volunteering in past year",NA,24.7,31.8,17.5
"S12000005","Council area","Clackmannanshire",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",3900,12.7,13.1,12.3
"S12000006","Council area","Dumfries & Galloway",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",9400,11.4,11.6,11.2
"S12000008","Council area","East Ayrshire",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",7600,10.5,10.7,10.3
"S12000010","Council area","East Lothian",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",5800,9.2,9.4,9
"S12000011","Council area","East Renfrewshire",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",3900,7,7.2,6.8
"S12000014","Council area","Falkirk",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",17800,18.1,18.3,17.9
"S12000017","Council area","Highland",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",13500,9.8,10,9.6
"S12000018","Council area","Inverclyde",2019,"2019 calendar year","Percentage","Working age adults with low or no educational qualifications",5700,12.2,12.5,11.9
